Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/input_Username_username""), ""Admin"")",Chrome 114.0.0.0,,,2023-07-27 00:08:41,2023-07-27 00:08:42,0.886s,PASSED
"setEncryptedText(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 114.0.0.0,,,2023-07-27 00:08:42,2023-07-27 00:08:43,0.521s,PASSED
"click(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/button_Login""))",Chrome 114.0.0.0,,,2023-07-27 00:08:43,2023-07-27 00:08:43,0.745s,PASSED
"click(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/a_PIM""))",Chrome 114.0.0.0,,,2023-07-27 00:08:43,2023-07-27 00:08:48,4.153s,PASSED
"click(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/a_Add Employee""))",Chrome 114.0.0.0,,,2023-07-27 00:08:48,2023-07-27 00:08:50,2.080s,PASSED
"setText(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/input_Employee Full Name_firstName""), ""Vijaysai"")",Chrome 114.0.0.0,,,2023-07-27 00:08:50,2023-07-27 00:08:52,1.969s,PASSED
"setText(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/input_Employee Full Name_lastName""), ""dundi"")",Chrome 114.0.0.0,,,2023-07-27 00:08:52,2023-07-27 00:08:52,0.836s,PASSED
"setText(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/input_Employee Id_oxd-input oxd-input--active""), ""0362"")",Chrome 114.0.0.0,,,2023-07-27 00:08:52,2023-07-27 00:08:53,0.930s,PASSED
"id = verifyElementPresent(findTestObject(""OrangeHRM Add Emp/Page_OrangeHRM/input_Employee Id_oxd-input oxd-input--focus""), 0)",Chrome 114.0.0.0,,,2023-07-27 00:08:53,2023-07-27 00:08:54,0.393s,PASSED
println(id),Chrome 114.0.0.0,,,2023-07-27 00:08:54,2023-07-27 00:08:54,0.001s,PASSED
"click(findTestObject(""Object Repository/OrangeHRM Add Emp/Page_OrangeHRM/button_Save""))",Chrome 114.0.0.0,,,2023-07-27 00:08:54,2023-07-27 00:08:54,0.438s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-27 00:08:54,2023-07-27 00:08:55,1.155s,PASSED
